category	source	location	message
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	30.3-34.28	/soc/qcom,pcie@1c00000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	30.3-34.28	/soc/qcom,pcie@1c00000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	299.3-303.28	/soc/qcom,pcie@1c08000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	299.3-303.28	/soc/qcom,pcie@1c08000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	299.3-303.28	/soc/qcom,pcie@1c08000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	299.3-303.28	/soc/qcom,pcie@1c08000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
interrupt_map	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/cape-pcie.dtsi	299.3-303.28	/soc/qcom,pcie@1c08000:interrupt-map: Missing property '#address-cells' in node /soc/interrupt-controller@17100000, using 0 as fallback
graph_child_address	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/waipio-coresight.dtsi	809.12-821.5	/soc/tpda@10882000/in-ports: graph node has single child node 'port@0', #address-cells/#size-cells are not necessary
graph_child_address	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/waipio-coresight.dtsi	1530.13-1541.5	/soc/funnel@10d0f000/out-ports: graph node has single child node 'port@0', #address-cells/#size-cells are not necessary
graph_child_address	/home/ubuntu/poco-f5-gki-618/publish/arch/arm64/boot/dts/qcom/waipio-coresight.dtsi	2243.12-2255.5	/soc/funnel@1080d000/in-ports: graph node has single child node 'port@0', #address-cells/#size-cells are not necessary
