MSM_HSUSB_PHY	enabled	CONFIG_MSM_HSUSB_PHY=m
MSM_MHI_DEV	enabled	CONFIG_MSM_MHI_DEV=m
MSM_MHI_NET_DEV	enabled	CONFIG_MSM_MHI_NET_DEV=m
MSM_PERFORMANCE	enabled	CONFIG_MSM_PERFORMANCE=m
MSM_QBT_HANDLER	enabled	CONFIG_MSM_QBT_HANDLER=m
MSM_QMP	enabled	CONFIG_MSM_QMP=m
MSM_RDBG	enabled	CONFIG_MSM_RDBG=m
MSM_SYSSTATS	enabled	CONFIG_MSM_SYSSTATS=m
MSM_TMECOM_QMP	enabled	CONFIG_MSM_TMECOM_QMP=m
MSM_VIDEOCC_WAIPIO	enabled	CONFIG_MSM_VIDEOCC_WAIPIO=m
MTD	enabled	CONFIG_MTD=m
MTD_BLOCK	enabled	CONFIG_MTD_BLOCK=m
MTD_BLOCK2MTD	enabled	CONFIG_MTD_BLOCK2MTD=m
MTD_OOPS	enabled	CONFIG_MTD_OOPS=m
NETFILTER_XT_MATCH_CONNBYTES	enabled	CONFIG_NETFILTER_XT_MATCH_CONNBYTES=y
NEURON_CH_GUNYAH	disabled	# CONFIG_NEURON_CH_GUNYAH is not set
NFC_QTI_I2C	enabled	CONFIG_NFC_QTI_I2C=m
NL80211_TESTMODE	enabled	CONFIG_NL80211_TESTMODE=y
NOP_USB_XCEIV	enabled	CONFIG_NOP_USB_XCEIV=m
NOVATEK_TRUSTED_TOUCH	enabled	CONFIG_NOVATEK_TRUSTED_TOUCH=y
NVMEM_SPMI_SDAM	enabled	CONFIG_NVMEM_SPMI_SDAM=m
PCI_MSM	enabled	CONFIG_PCI_MSM=m
PDR_INDICATION_NOTIF_TIMEOUT	enabled	CONFIG_PDR_INDICATION_NOTIF_TIMEOUT=9000
PHY_QCOM_UFS	enabled	CONFIG_PHY_QCOM_UFS=m
PHY_QCOM_UFS_V4	enabled	CONFIG_PHY_QCOM_UFS_V4=m
PINCTRL_CAPE	enabled	CONFIG_PINCTRL_CAPE=m
PINCTRL_DIWALI	enabled	CONFIG_PINCTRL_DIWALI=m
PINCTRL_QCOM_SPMI_PMIC	enabled	CONFIG_PINCTRL_QCOM_SPMI_PMIC=m
PINCTRL_WAIPIO	enabled	CONFIG_PINCTRL_WAIPIO=m
POWER_RESET_QCOM_DOWNLOAD_MODE	enabled	CONFIG_POWER_RESET_QCOM_DOWNLOAD_MODE=m
POWER_RESET_QCOM_DOWNLOAD_MODE_DEFAULT	enabled	CONFIG_POWER_RESET_QCOM_DOWNLOAD_MODE_DEFAULT=y
POWER_RESET_QCOM_PON	enabled	CONFIG_POWER_RESET_QCOM_PON=m
POWER_RESET_QCOM_REBOOT_REASON	enabled	CONFIG_POWER_RESET_QCOM_REBOOT_REASON=m
PRISM2_USB	disabled	# CONFIG_PRISM2_USB is not set
PWM_QTI_LPG	enabled	CONFIG_PWM_QTI_LPG=m
QCOM_ADSP_SLEEPMON	enabled	CONFIG_QCOM_ADSP_SLEEPMON=m
QCOM_AOSS_QMP	enabled	CONFIG_QCOM_AOSS_QMP=m
QCOM_APR	disabled	# CONFIG_QCOM_APR is not set
QCOM_BALANCE_ANON_FILE_RECLAIM	enabled	CONFIG_QCOM_BALANCE_ANON_FILE_RECLAIM=y
QCOM_BAM_DMA	enabled	CONFIG_QCOM_BAM_DMA=m
QCOM_BWMON	enabled	CONFIG_QCOM_BWMON=m
QCOM_CDSP_RM	enabled	CONFIG_QCOM_CDSP_RM=m
QCOM_CLK_RPMH	enabled	CONFIG_QCOM_CLK_RPMH=m
QCOM_COMMAND_DB	enabled	CONFIG_QCOM_COMMAND_DB=m
QCOM_CPUSS_SLEEP_STATS	enabled	CONFIG_QCOM_CPUSS_SLEEP_STATS=m
QCOM_CPU_VENDOR_HOOKS	enabled	CONFIG_QCOM_CPU_VENDOR_HOOKS=m
QCOM_DCC_V2	enabled	CONFIG_QCOM_DCC_V2=m
QCOM_DCVS	enabled	CONFIG_QCOM_DCVS=m
QCOM_DCVS_FP	enabled	CONFIG_QCOM_DCVS_FP=m
QCOM_DMABUF_HEAPS	enabled	CONFIG_QCOM_DMABUF_HEAPS=m
QCOM_DMABUF_HEAPS_BITSTREAM_CONTIG	enabled	CONFIG_QCOM_DMABUF_HEAPS_BITSTREAM_CONTIG=y
QCOM_DMABUF_HEAPS_CARVEOUT	enabled	CONFIG_QCOM_DMABUF_HEAPS_CARVEOUT=y
QCOM_DMABUF_HEAPS_CMA	enabled	CONFIG_QCOM_DMABUF_HEAPS_CMA=y
QCOM_DMABUF_HEAPS_PAGE_POOL_REFILL	enabled	CONFIG_QCOM_DMABUF_HEAPS_PAGE_POOL_REFILL=y
QCOM_DMABUF_HEAPS_SYSTEM	enabled	CONFIG_QCOM_DMABUF_HEAPS_SYSTEM=y
QCOM_DMABUF_HEAPS_SYSTEM_SECURE	enabled	CONFIG_QCOM_DMABUF_HEAPS_SYSTEM_SECURE=y
QCOM_DYN_MINIDUMP_STACK	enabled	CONFIG_QCOM_DYN_MINIDUMP_STACK=y
QCOM_ESOC	enabled	CONFIG_QCOM_ESOC=m
QCOM_ESOC_CLIENT	enabled	CONFIG_QCOM_ESOC_CLIENT=m
QCOM_ESOC_DEBUG	enabled	CONFIG_QCOM_ESOC_DEBUG=m
QCOM_ESOC_DEV	enabled	CONFIG_QCOM_ESOC_DEV=m
QCOM_ESOC_MDM_4X	enabled	CONFIG_QCOM_ESOC_MDM_4X=m
QCOM_ESOC_MDM_DRV	enabled	CONFIG_QCOM_ESOC_MDM_DRV=m
QCOM_EUD	enabled	CONFIG_QCOM_EUD=m
QCOM_FASTRPC	disabled	# CONFIG_QCOM_FASTRPC is not set
QCOM_FORCE_WDOG_BITE_ON_PANIC	enabled	CONFIG_QCOM_FORCE_WDOG_BITE_ON_PANIC=y
QCOM_FSA4480_I2C	enabled	CONFIG_QCOM_FSA4480_I2C=m
QCOM_GDSC_REGULATOR	enabled	CONFIG_QCOM_GDSC_REGULATOR=m
