arm	1
bcl	1
bwmon	1
c1dcvs	2
cfg80211	1
clk	3
cmd	1
cpu	1
cqhci	1
crypto	2
dcvs	1
debug	1
deferred	1
dispcc	2
dma	1
extend	1
gcc	2
gdsc	1
gh	7
hwid	1
hwkm	1
icc	3
iommu	1
kryo	1
llcc	1
mac80211	1
mem	4
memory	1
metis	1
mi	1
minidump	1
msm	5
nfc	1
ns	1
nvmem	1
phy	5
pinctrl	4
pmu	2
proxy	1
qcom	22
qnoc	3
qrtr	1
qti	2
reboot	1
regmap	1
rpmh	1
rtc	1
sched	2
secure	1
smem	1
socinfo	1
spmi	1
stub	1
thermal	1
tmecom	1
ufs	1
ufshcd	1
