dt-bindings/arm/msm/qcom_dma_heap_dt_constants.h	missing
dt-bindings/clock/qcom,aop-qmp.h	missing
dt-bindings/clock/qcom,camcc-waipio.h	missing
dt-bindings/clock/qcom,dispcc-waipio.h	missing
dt-bindings/clock/qcom,gcc-waipio.h	missing
dt-bindings/clock/qcom,gpucc-waipio.h	missing
dt-bindings/clock/qcom,videocc-waipio.h	missing
dt-bindings/input/qcom,hv-haptics.h	missing
dt-bindings/input/qcom,qpnp-power-on.h	missing
dt-bindings/interconnect/qcom,waipio.h	missing
dt-bindings/phy/qcom,usb3-4nm-qmp-combo.h	missing
dt-bindings/regulator/qcom,rpmh-regulator-levels.h	missing
dt-bindings/soc/qcom,dcc_v2.h	missing
dt-bindings/soc/qcom,ipcc.h	missing
dt-bindings/thermal/thermal_qti.h	missing
