qupv3_se12_spi_active	local-closure
qupv3_se12_spi_sleep	local-closure
qupv3_se13_i2c_active	local-closure
qupv3_se13_i2c_sleep	local-closure
qupv3_se13_spi	local-closure
qupv3_se13_spi_active	local-closure
qupv3_se13_spi_sleep	local-closure
qupv3_se14_i2c_active	local-closure
qupv3_se14_i2c_sleep	local-closure
qupv3_se14_spi_active	local-closure
qupv3_se14_spi_sleep	local-closure
qupv3_se15_i2c	local-closure
qupv3_se15_i2c_active	local-closure
qupv3_se15_i2c_sleep	local-closure
qupv3_se15_i3c_active	local-closure
qupv3_se15_i3c_disable	local-closure
qupv3_se15_i3c_sleep	local-closure
qupv3_se15_spi_active	local-closure
qupv3_se15_spi_sleep	local-closure
qupv3_se16_i2c	local-closure
qupv3_se16_i2c_active	local-closure
qupv3_se16_i2c_sleep	local-closure
qupv3_se16_spi_active	local-closure
qupv3_se16_spi_sleep	local-closure
qupv3_se17_i2c_active	local-closure
qupv3_se17_i2c_sleep	local-closure
qupv3_se17_spi_active	local-closure
qupv3_se17_spi_sleep	local-closure
qupv3_se18_i2c_active	local-closure
qupv3_se18_i2c_sleep	local-closure
qupv3_se18_spi_active	local-closure
qupv3_se18_spi_sleep	local-closure
qupv3_se19_i2c	local-closure
qupv3_se19_i2c_active	local-closure
qupv3_se19_i2c_sleep	local-closure
qupv3_se19_spi_active	local-closure
qupv3_se19_spi_sleep	local-closure
qupv3_se1_i2c_active	local-closure
qupv3_se1_i2c_sleep	local-closure
qupv3_se1_spi_active	local-closure
qupv3_se1_spi_sleep	local-closure
qupv3_se20_4uart	local-closure
qupv3_se20_cts	local-closure
qupv3_se20_default_cts	local-closure
qupv3_se20_default_rtsrx	local-closure
qupv3_se20_default_tx	local-closure
qupv3_se20_i2c_active	local-closure
qupv3_se20_i2c_sleep	local-closure
qupv3_se20_rts	local-closure
qupv3_se20_rx_active	local-closure
qupv3_se20_rx_wake	local-closure
qupv3_se20_spi_active	local-closure
qupv3_se20_spi_sleep	local-closure
qupv3_se20_tx	local-closure
qupv3_se21_i2c_active	local-closure
qupv3_se21_i2c_sleep	local-closure
qupv3_se21_spi_active	local-closure
qupv3_se21_spi_sleep	local-closure
qupv3_se2_i2c_active	local-closure
qupv3_se2_i2c_sleep	local-closure
qupv3_se2_spi_active	local-closure
qupv3_se2_spi_sleep	local-closure
qupv3_se3_i2c_active	local-closure
qupv3_se3_i2c_sleep	local-closure
qupv3_se3_spi_active	local-closure
qupv3_se3_spi_sleep	local-closure
qupv3_se4_i2c_active	local-closure
qupv3_se4_i2c_sleep	local-closure
qupv3_se4_spi	local-closure
qupv3_se4_spi_active	local-closure
qupv3_se4_spi_sleep	local-closure
qupv3_se5_i2c	local-closure
qupv3_se5_i2c_active	local-closure
qupv3_se5_i2c_sleep	local-closure
qupv3_se5_spi_active	local-closure
qupv3_se5_spi_sleep	local-closure
qupv3_se6_i2c_active	local-closure
qupv3_se6_i2c_sleep	local-closure
qupv3_se6_spi_active	local-closure
qupv3_se6_spi_sleep	local-closure
qupv3_se7_2uart	local-closure
qupv3_se7_2uart_active	local-closure
qupv3_se7_2uart_sleep	local-closure
qupv3_se8_i2c_active	local-closure
qupv3_se8_i2c_sleep	local-closure
qupv3_se8_spi_active	local-closure
qupv3_se8_spi_sleep	local-closure
qupv3_se9_i2c	local-closure
qupv3_se9_i2c_active	local-closure
qupv3_se9_i2c_sleep	local-closure
qupv3_se9_i3c_active	local-closure
qupv3_se9_i3c_disable	local-closure
qupv3_se9_i3c_sleep	local-closure
qupv3_se9_spi_active	local-closure
qupv3_se9_spi_sleep	local-closure
replicator_etr_in_replicator_qdss	local-closure
replicator_etr_out_tmc_etr	local-closure
replicator_etr_out_tmc_etr1	local-closure
replicator_qdss_in_replicator_swao	local-closure
replicator_qdss_out_replicator_etr	local-closure
replicator_swao_in_tmc_etf	local-closure
replicator_swao_out_eud	local-closure
replicator_swao_out_replicator_qdss	local-closure
reserved_memory	local-closure
restart_reason	local-closure
rimps	local-closure
sdc2_off	local-closure
sdc2_on	local-closure
sdhc2_opp_table	local-closure
sdhc_2	local-closure
sdsp_mem	local-closure
sensor_stm_out_funnel_ssc	local-closure
sleep_clk	local-closure
sleepstate_smp2p_in	local-closure
sleepstate_smp2p_out	local-closure
slimbam	local-closure
slpi_mem	local-closure
slpi_pas	local-closure
smb1394_glink_debug	local-closure
smem_mem	local-closure
smp2p_ipa_1_in	local-closure
smp2p_ipa_1_out	local-closure
smp2p_rdbg2_in	local-closure
smp2p_rdbg2_out	local-closure
smp2p_rdbg5_in	local-closure
smp2p_rdbg5_out	local-closure
snoc_out_funnel_in0	local-closure
soc	local-closure
